----------------------------798113519267437308992675
Content-Disposition: form-data; name="file"; filename="transactions.csv"
Content-Type: text/csv

Date,Description,Original Description,Amount,Type,Parent Category,Category,Account,Tags,Memo,Pending
3/22/24,Federal Tax Refund,External Deposit - IRS  TREAS 310  -   TAX REF,200,Credit,Taxes,Federal Tax,6554 * Member Advantage Checking,,IRS  TREAS 310  -   TAX REF ,false
3/21/24,Gusto O Pay,External Deposit - GUSTO dr9o - PAY 466459,1820.24,Credit,Income,Paycheck,6554 * Member Advantage Checking,,GUSTO dr9o - PAY 466459 ,false
3/21/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAYBUS,99,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAYBUS ,false
3/21/24,The Navigators,External Withdrawal - THE NAVIGATORS 3192024R - DONOR EFT,75,Debit,Gifts & Donations,Tithe,6554 * Member Advantage Checking,,THE NAVIGATORS 3192024R - DONOR EFT ,false
3/20/24,King Soopers,KING SOOPERS,200.19,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/20/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,99,Credit,Transfer,Transfer,B. BOYD,Business,,false
3/20/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,2670.94,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
3/19/24,Amazon,AMZN Mktp US*RH2AR8K80,73.15,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/19/24,Amazon,AMZN Mktp US*R62GK7BU1,17.68,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/19/24,Amazon,AMZN Mktp US*RH8AY5KO0,17.13,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/19/24,Amazon,AMZN Mktp US*RH5AR3K30,10.27,Debit,Uncategorized,Uncategorized,Chase Freedom,,,false
3/19/24,Amazon,AMZN Mktp US*RH4XI1250,20.59,Debit,Personal Care,Kyle,Chase Freedom,,,false
3/19/24,Target,TARGET        XXXX8069,58.44,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/19/24,Target,TARGET        XXXX8069,10.34,Credit,Gifts & Donations,Gift,Chase Freedom,,,false
3/19/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,2670.94,Credit,Transfer,Transfer,Chase Freedom,,,false
3/19/24,Trader Joe's,TRADER JOE S #300,43.9,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/19/24,King Soopers,KING SOOPERS 0724 FUEL,24.74,Debit,Auto & Transport,Gas,Chase Freedom,,,false
3/19/24,Dollar Tree,DOLLARTREE,47.55,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/19/24,Vanguard,External Withdrawal - VANGUARD BUY INDIVIDUAL BUY - INVESTMENT,2396,Debit,Financial,Retirement,6554 * Member Advantage Checking,,VANGUARD BUY INDIVIDUAL BUY - INVESTMENT ,false
3/18/24,Chipotle,CHIPOTLE 0911,49.41,Debit,Food & Dining,Restaurants,Chase Sapphire Preferred,,,false
3/18/24,Bank of America MasterCard,External Withdrawal - BK OF AMER MC  - ONLINE PMT,119,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,BK OF AMER MC  - ONLINE PMT ,false
3/18/24,Target,TARGET        XXXX0529,51.5,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/17/24,WePay Purchase,WPY*Lowry Swim Club,800,Debit,Kids,Kids Activities,Chase Freedom,,,false
3/17/24,City Floral,CITY FLORAL,43.5,Debit,Home,House Projects,Chase Freedom,,,false
3/17/24,Safeway,SAFEWAY #2246,15.97,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/16/24,Amazon,AMZN Mktp US*R63M12782,29.65,Debit,Kids,Kids Activities,Chase Freedom,,,false
3/16/24,Trader Joe's,TRADER JOE S #300,55.11,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
3/16/24,Amazon,AMZN Mktp US*R63C50ZU1,27.46,Debit,Home,House Projects,Chase Freedom,,,false
3/16/24,Interest Income,Dividend/Interest,2.41,Credit,Income,Interest Income,6554 * Member Advantage Checking,,,false
3/16/24,Interest Income,Dividend/Interest,2.31,Credit,Income,Interest Income,6546 * Member Advantage Savings,,,false
3/15/24,Amazon,AMZN Mktp US*R623Z9D22,32.91,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/15/24,Natural Life,SP NATURAL LIFE,47.01,Debit,Uncategorized,Beth,Chase Freedom,,,false
3/15/24,The Good and Beautifu,THE GOOD AND THE BEAUTIFU,24.75,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/15/24,Gusto O Pay,External Deposit - GUSTO dr9o - PAY 328050,4186.38,Credit,Income,Paycheck,6554 * Member Advantage Checking,,GUSTO dr9o - PAY 328050 ,false
3/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
3/14/24,Pioneers,PIONEERS,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
3/14/24,Amazon,Amazon.com*R68FF3532,8.97,Debit,Home,House Projects,Chase Freedom,,,false
3/14/24,Strong Towns Member,STRONG TOWNS MEMBER,5.7,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
3/13/24,Trader Joe's,TRADER JOE S #300,46.1,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/13/24,Amazon,AMZN Mktp US*R61B01PQ2,37.26,Debit,Auto & Transport,Service & Parts,Chase Freedom,,,false
3/13/24,Amazon,AMZN Mktp US*R67DW9US0,18.78,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/13/24,Thai Basil,THAI BASIL,28.99,Debit,Income,Reimbursement,Chase Freedom,,,false
3/13/24,Amazon,AMZN Mktp US*R65OE5U70,140.19,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/13/24,King Soopers,KING SOOPERS,231.28,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/12/24,Flyteco Brewing,FlyteCo Brewing,3.84,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
3/12/24,King Soopers,KING SOOPERS 0724 FUEL,42.31,Debit,Auto & Transport,Gas,Chase Freedom,,,false
3/12/24,Coffee Etcetera,SQ *COFFEE ETCETERA,3.18,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
3/12/24,Wells Fargo Credit Card,External Withdrawal - WF Credit Card  - AUTO PAY,49.34,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,WF Credit Card  - AUTO PAY ,false
3/12/24,Gusto O Pay,External Deposit - GUSTO dr9o - PAY 206208,4147.51,Credit,Income,Paycheck,6554 * Member Advantage Checking,,GUSTO dr9o - PAY 206208 ,false
3/11/24,Safeway,SAFEWAY #2246,8.48,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/11/24,Safeway,SAFEWAY #2246,7,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/11/24,Phillips 66,PHILLIPS 66 - TWIN STA,6.32,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
3/11/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
3/11/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
3/11/24,Comcast,COMCAST CABLE COMM  800-COMCAST         CO,81,Debit,Bills & Utilities,Bills & Utilities,Blue Cash Everyday®,,COMCAST CABLE COMM  800-COMCAST         CO,false
3/11/24,College Invest Colorado 529,External Withdrawal - Colorado 529 ACH  - CONTRIB,50,Debit,Financial,529,6554 * Member Advantage Checking,,Colorado 529 ACH  - CONTRIB ,false
3/10/24,Talulah Jones,TALULAH JONES,19.57,Debit,Shopping,Shopping,Chase Freedom,,,false
3/10/24,Zelle Transfer,Transfer Withdrawal -  Zelle To Pat Schonberger +1-800-233-2328,579.96,Debit,Transfer,Transfer,6554 * Member Advantage Checking,, Zelle To Pat Schonberger +1-800-233-2328 ,false
3/9/24,Dos Santos,DOS SANTOS TAQUERIA DE,47.23,Debit,Food & Dining,Restaurants,Chase Freedom,,,false
3/9/24,The Radiator,TST* THE RADIATOR,6.43,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
3/8/24,Carter's,"carters, Inc.",19.86,Debit,Gifts & Donations,Gift,Chase Freedom,,,false
3/8/24,Sprouts Farmers Market,SPROUTS FARMERS MAR,22.21,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/8/24,Redemptiondenver,External Withdrawal - redemptiondenver  - redemption,435.5,Debit,Gifts & Donations,Tithe,1864 * Member Advantage Checking,,redemptiondenver  - redemption ,false
3/8/24,Xcel Energy,External Withdrawal - XCEL ENERGY-PSCO  - XCELENERGY,240.59,Debit,Bills & Utilities,Utilities,6554 * Member Advantage Checking,,XCEL ENERGY-PSCO  - XCELENERGY ,false
3/7/24,Trader Joe's,TRADER JOE S #302,42.62,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/7/24,King Soopers,KING SOOPERS 0029,39.14,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/7/24,Cafe Miriam,SQ *CAFE MIRIAM,17.68,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
3/6/24,King Soopers,KING SOOPERS,193.65,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/6/24,Amazon,AMZN Mktp US*RN4387U80,32.91,Debit,Shopping,Gift,Chase Freedom,,,false
3/6/24,Walmart,WAL-MART #5957,14.77,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/6/24,Amazon,AMZN Mktp US*RZ7UQ17H1,8.69,Debit,Shopping,Uncategorized,Chase Freedom,,,false
3/6/24,Amazon,AMZN Mktp US*RN1247R80,32.63,Debit,Shopping,Gift,Chase Freedom,,,false
3/5/24,King Soopers,KING SOOPERS 0724 FUEL,45.91,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
3/5/24,Amazon,Amazon.com*RN2998F82,16.82,Debit,Shopping,Beth,Chase Freedom,,,false
3/5/24,Provident Funding,"External Withdrawal - PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT",1882.57,Debit,Home,Mortgage & Rent,6554 * Member Advantage Checking,,"PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT ",false
3/5/24,Expensify,"External Deposit - Outer Labs, Inc.  - Expensify",27.44,Credit,Income,Reimbursement,6554 * Member Advantage Checking,,"Outer Labs, Inc.  - Expensify ",false
3/4/24,Trader Joe's,TRADER JOE S #300,33.21,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/4/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,531.76,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
3/4/24,Vanguard,External Withdrawal - VANGUARD BUY INDIVIDUAL BUY - INVESTMENT,342,Debit,Financial,Retirement,6554 * Member Advantage Checking,,VANGUARD BUY INDIVIDUAL BUY - INVESTMENT ,false
3/4/24,Vanguard,External Withdrawal - VANGUARD BUY INDIVIDUAL BUY - INVESTMENT,300,Debit,Financial,Retirement,6554 * Member Advantage Checking,,VANGUARD BUY INDIVIDUAL BUY - INVESTMENT ,false
3/4/24,American Express Credit Card,External Withdrawal - AMEX EPAYMENT AM - ACH PMT,81,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,AMEX EPAYMENT AM - ACH PMT ,false
3/3/24,Safeway,SAFEWAY #2246,15.6,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/2/24,Advance Auto Parts,ADVANCE AUTO PARTS #1089,17.39,Debit,Auto & Transport,Service & Parts,Chase Sapphire Preferred,,,false
3/2/24,Safeway,SAFEWAY #2246,17.29,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/2/24,Walmart,WAL-MART #5957,33.86,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/2/24,Sprouts Farmers Market,SPROUTS FARMERS MAR,19.6,Debit,Food & Dining,Groceries,Chase Freedom,,,false
3/2/24,Payment,AUTOPAY PAYMENT - THANK YOU,81,Credit,Transfer,Credit Card Payment,Blue Cash Everyday®,,AUTOPAY PAYMENT - THANK YOU,false
3/2/24,Flyteco Brewing,FlyteCo Brewing,6.46,Debit,Food & Dining,Coffee Shops,Chase Freedom,,,false
3/1/24,Early Bird Check-In,SWA*EARLYBRD5264231483526,20,Debit,Income,Reimbursement,Chase Freedom,,,false
3/1/24,Southwes,SOUTHWES    5262263715705,175.97,Debit,Income,Reimbursement,Chase Freedom,,,false
3/1/24,City&ctyofdenveronline,CITY&CTYOFDENVERONLINE,1720.59,Debit,Home,Property Tax,Chase Freedom,,,false
3/1/24,Amazon,AMZN Mktp US*RN0Q73ZH0,127.79,Debit,Shopping,Service & Parts,Chase Freedom,,,false
3/1/24,Amazon,AMZN Mktp US*RN4648N20,177,Debit,Shopping,Service & Parts,Chase Freedom,,,false
3/1/24,Transfer to Savings Account 1856,Withdrawal - Online Banking Transfer To XXXXXX1856 SAV,50,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1856 SAV,false
3/1/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,50,Credit,Transfer,Transfer,1856 * Member Advantage Savings,,Online Banking Transfer from XXXXXX6554 CK,false
3/1/24,Early Bird Check-In,SWA*EARLYBRD5264231483527,20,Debit,Income,Reimbursement,Chase Freedom,,,false
3/1/24,Patreon,Patreon* Membership,5,Debit,Personal Care,Kyle,Chase Freedom,,,false
3/1/24,Health,SCL HEALTH RSC PB,211.39,Debit,Health & Fitness,Doctor,Chase Freedom,,,false
3/1/24,Annual Membership Fee,ANNUAL MEMBERSHIP FEE,95,Debit,Uncategorized,Membership Fees,Chase Sapphire Preferred,,,false
3/1/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,531.76,Credit,Transfer,Transfer,Chase Sapphire Preferred,,,false
3/1/24,College Invest Colorado 529,External Withdrawal - Colorado 529 ACH  - CONTRIB,125,Debit,Financial,529,6554 * Member Advantage Checking,,Colorado 529 ACH  - CONTRIB ,false
2/29/24,NameCheap,NAME-CHEAP.COM* JLTF5T,8.64,Debit,Uncategorized,Kyle,Chase Freedom,,,false
2/29/24,Amazon,Amazon.com*RZ3RT4AE2,11.15,Debit,Shopping,Kyle,Chase Freedom,,,false
2/29/24,Amazon,AMZN Mktp US*RZ6JM5A82,80.64,Debit,Shopping,Service & Parts,Chase Freedom,,,false
2/29/24,AAA,AAA ACG MBR 006/DUES-WEB,59.5,Debit,Uncategorized,Membership Fees,Chase Freedom,,,false
2/29/24,Amazon,AMZN Mktp US*RW5IP4RR1,6.69,Debit,Shopping,Uncategorized,Chase Freedom,,,false
2/29/24,College Invest Colorado 529,External Withdrawal - Colorado 529 ACH  - CONTRIB,125,Debit,Financial,529,6554 * Member Advantage Checking,,Colorado 529 ACH  - CONTRIB ,false
2/29/24,Gusto O Pay,External Deposit - GUSTO dr9o - PAY 869507,4251.48,Credit,Income,Paycheck,6554 * Member Advantage Checking,,GUSTO dr9o - PAY 869507 ,false
2/28/24,Denverparks&recreation,DENVERPARKS&RECREATION,15.38,Debit,Kids,Kids Activities,Chase Sapphire Preferred,,,false
2/28/24,King Soopers,KING SOOPERS,54.15,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/27/24,Teller Elementary,CB* TELLER ELEMENTARY,102.95,Debit,Kids,Kids Activities,Chase Freedom,,,false
2/27/24,Flyteco Brewing,FlyteCo Brewing,9.6,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
2/27/24,Denverparks&recreation,DENVERPARKS&RECREATION,30.75,Debit,Kids,Kids Activities,Chase Freedom,,,false
2/27/24,Amazon,AMZN Mktp US*RZ3KN6CT2,39.43,Debit,Shopping,House Projects,Chase Freedom,,,false
2/27/24,King Soopers,KING SOOPERS 0724 FUEL,33.77,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
2/27/24,Amazon,AMZN Mktp US*RW5WJ0HP1,103.08,Debit,Shopping,House Projects,Chase Freedom,,,false
2/27/24,Transfer to Venmo,External Withdrawal - VENMO  - PAYMENT,10,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,VENMO  - PAYMENT ,false
2/26/24,Safeway,SAFEWAY #2246,19.77,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/26/24,Girl Scouts,GIRL SCOUTS OF THE UNITED,5,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/26/24,Lowe's,LOWES #00102*,34.39,Debit,Home,House Projects,Chase Sapphire Preferred,,,false
2/26/24,Costco,COSTCO WHSE #0439,1.62,Debit,Food & Dining,Restaurants,Chase Sapphire Preferred,,,false
2/26/24,Costco,COSTCO WHSE #0439,222.22,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
2/26/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
2/26/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
2/25/24,Amazon,AMZN Mktp US*RZ2DE6150,62.26,Debit,Shopping,Kids Activities,Chase Freedom,,,false
2/25/24,White Pie,WHITE PIE,48.17,Debit,Food & Dining,Restaurants,Chase Freedom,,,false
2/25/24,Walmart,WALMART.COM,37.43,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/25/24,Walmart,WAL-MART #5957,3.97,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
2/25/24,Amazon,AMZN Mktp US*RW0BT9DQ2,18.77,Debit,Shopping,House Projects,Chase Freedom,,,false
2/24/24,Safeway,SAFEWAY #2246,77.97,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/24/24,Amazon,Amazon.com*RW8965BS2,20.54,Debit,Shopping,Gift,Chase Freedom,,,false
2/24/24,Interest Income,Dividend/Interest,1.53,Credit,Income,Interest Income,1864 * Member Advantage Checking,,,false
2/24/24,Interest Income,Dividend/Interest,2.79,Credit,Income,Interest Income,1856 * Member Advantage Savings,,,false
2/23/24,Amazon,AMZN Mktp US*RI5VH8YE1,14.56,Debit,Shopping,Gift,Chase Freedom,,,false
2/23/24,Redemptiondenver,External Withdrawal - redemptiondenver  - redemption,435.5,Debit,Gifts & Donations,Tithe,1864 * Member Advantage Checking,,redemptiondenver  - redemption ,false
2/22/24,Ac Pizza Colfax,AC DBC FS PIZZA COLFAX,16.48,Debit,Food & Dining,Restaurants,Chase Sapphire Preferred,,,false
2/22/24,Mobile Deposit,Deposit - Mobile Banking,1358,Credit,Income,Income,6554 * Member Advantage Checking,,Mobile Banking,false
2/22/24,Colorado Division of Motor Vehicles,CO MOTOR VEHICLE SERVI,103.6,Debit,Uncategorized,Membership Fees,Chase Freedom,,,false
2/22/24,Amazon,AMZN Mktp US*RW8JM7A92,17.31,Debit,Shopping,Gift,Chase Freedom,,,false
2/21/24,Bite,BITETOOTHPASTEBITS,35.1,Debit,Uncategorized,Beth,Chase Freedom,,,false
2/21/24,Trader Joe's,TRADER JOE S #300,60.53,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/21/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAYBUS,378.77,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAYBUS ,false
2/21/24,The Navigators,External Withdrawal - THE NAVIGATORS 2192024R - DONOR EFT,75,Debit,Gifts & Donations,Tithe,6554 * Member Advantage Checking,,THE NAVIGATORS 2192024R - DONOR EFT ,false
2/20/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,378.77,Credit,Transfer,Transfer,B. BOYD,Business,,false
2/20/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,1466.38,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
2/20/24,Chase Credit Card,External Withdrawal - CHASE CREDIT CRD  - AUTOPAY,69,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,CHASE CREDIT CRD  - AUTOPAY ,false
2/19/24,Amazon,Amazon.com*RW4IA8GJ0,16.59,Debit,Shopping,Uncategorized,Chase Freedom,,,false
2/19/24,Amazon,AMZN Mktp US*RI3HZ8R82,45.95,Debit,Shopping,Groceries,Chase Freedom,,,false
2/19/24,12th Avenue Ace,12TH AVENUE ACE,4.99,Debit,Home,House Projects,Chase Sapphire Preferred,,,false
2/19/24,King Soopers,KING SOOPERS,199.57,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/19/24,Automatic Payment,AUTOMATIC PAYMENT - THANK,1466.38,Credit,Transfer,Transfer,Chase Freedom,,,false
2/18/24,King Soopers,KING SOOPERS 0724 FUEL,37.45,Debit,Auto & Transport,Gas,Chase Freedom,,,false
2/18/24,Amazon,AMZN Mktp US*RI6WO7TE1,16.37,Debit,Shopping,Home Supplies,Chase Freedom,,,false
2/18/24,Amazon,AMZN Mktp US*RW1C21A90,106.78,Debit,Shopping,Kyle,Chase Freedom,,,false
2/17/24,Flyteco Brewing,FlyteCo Brewing,6.72,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
2/17/24,Interest Income,Dividend/Interest,2.11,Credit,Income,Interest Income,6554 * Member Advantage Checking,,,false
2/17/24,Interest Income,Dividend/Interest,2.31,Credit,Income,Interest Income,6546 * Member Advantage Savings,,,false
2/16/24,Bank of America MasterCard,External Withdrawal - BK OF AMER MC  - ONLINE PMT,120,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,BK OF AMER MC  - ONLINE PMT ,false
2/15/24,Apstylebook.com,APSTYLEBOOK.COM,32,Debit,Uncategorized,Editing,Chase Freedom,,,false
2/15/24,Gusto O Pay,External Deposit - GUSTO dr9o - PAY 506546,4487.99,Credit,Income,Paycheck,6554 * Member Advantage Checking,,GUSTO dr9o - PAY 506546 ,false
2/14/24,Grapevine Grocery,LS GRAPEVINE GROCERY,7.64,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
2/14/24,Strong Towns Member,STRONG TOWNS MEMBER,5.7,Debit,Uncategorized,Kyle,Chase Sapphire Preferred,,,false
2/14/24,Thai Basil,THAI BASIL,27.44,Debit,Income,Reimbursement,Chase Freedom,,,false
2/14/24,Pioneers,PIONEERS USA,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
2/14/24,Pioneers,PIONEERS USA,25,Debit,Gifts & Donations,Tithe,Chase Freedom,,,false
2/13/24,Flyteco Brewing,FlyteCo Brewing,9.6,Debit,Food & Dining,Coffee Shops,Chase Sapphire Preferred,,,false
2/13/24,King Soopers,KING SOOPERS 0724 FUEL,27.86,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
2/12/24,Amazon,AMZN Mktp US*RB35Z8R02,9.24,Debit,Shopping,Gift,Chase Freedom,,,false
2/12/24,Amazon,AMZN Mktp US*RI54R10V0,13.15,Debit,Shopping,Gift,Chase Freedom,,,false
2/12/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,435.5,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
2/12/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,435.5,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
2/12/24,College Invest Colorado 529,External Withdrawal - Colorado 529 ACH  - CONTRIB,50,Debit,Financial,529,6554 * Member Advantage Checking,,Colorado 529 ACH  - CONTRIB ,false
2/12/24,Wells Fargo Credit Card,External Withdrawal - WF Credit Card  - AUTO PAY,47.39,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,WF Credit Card  - AUTO PAY ,false
2/11/24,Comcast,COMCAST CABLE COMM  800-COMCAST         CO,81,Debit,Income,Reimbursement,Blue Cash Everyday®,,COMCAST CABLE COMM  800-COMCAST         CO,false
2/10/24,Safeway,SAFEWAY #2246,82.41,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
2/10/24,Transfer to Checking Account 1864,Withdrawal - Online Banking Transfer To XXXXXX1864 CK,250,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Online Banking Transfer To XXXXXX1864 CK,false
2/10/24,Transfer From Xxxxxx6554,Deposit - Online Banking Transfer from XXXXXX6554 CK,250,Credit,Transfer,Transfer,1864 * Member Advantage Checking,,Online Banking Transfer from XXXXXX6554 CK,false
2/10/24,Zelle Transfer,Transfer Withdrawal -  Zelle To Pat Schonberger +1-800-233-2328,579.96,Debit,Transfer,Transfer,6554 * Member Advantage Checking,,Zelle To Pat Schonberger +1-800-233-2328,false
2/9/24,Trader Joe's,TRADER JOE S #300,54.8,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/9/24,Expensify,"External Deposit - Outer Labs, Inc.  - Expensify",105.05,Credit,Income,Reimbursement,6554 * Member Advantage Checking,,"Outer Labs, Inc.  - Expensify",false
2/9/24,Redemptiondenver,External Withdrawal - redemptiondenver  - redemption,435.5,Debit,Gifts & Donations,Tithe,1864 * Member Advantage Checking,,redemptiondenver  - redemption,false
2/7/24,Amazon,AMZN Mktp US*R22JO6KV1,33.98,Debit,Shopping,Gift,Chase Freedom,,,false
2/7/24,Xcel Energy,External Withdrawal - XCEL ENERGY-PSCO  - XCELENERGY,200.17,Debit,Bills & Utilities,Utilities,6554 * Member Advantage Checking,,XCEL ENERGY-PSCO  - XCELENERGY ,false
2/6/24,King Soopers,KING SOOPERS,126.57,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/6/24,Cityofdenverwast,CITYOFDENVERWAST,39,Debit,Bills & Utilities,Utilities,Chase Freedom,,,false
2/6/24,Safeway,SAFEWAY #2246,18.96,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/6/24,Amazon,AMZN Mktp US*R27BO66U1,35.92,Debit,Shopping,Home Supplies,Chase Freedom,,,false
2/6/24,Amazon,AMZN Mktp US*RB86L6MT0,17.68,Debit,Shopping,Kyle,Chase Freedom,,,false
2/6/24,Amazon,AMZN Mktp US*RB3GU4L32,27.46,Debit,Shopping,Gift,Chase Freedom,,,false
2/5/24,American Express Credit Card,External Withdrawal - AMEX EPAYMENT AM - ACH PMT,78,Debit,Transfer,Credit Card Payment,6554 * Member Advantage Checking,,AMEX EPAYMENT AM - ACH PMT ,false
2/5/24,King Soopers,KING SOOPERS 0724 FUEL,20.25,Debit,Auto & Transport,Gas,Chase Sapphire Preferred,,,false
2/5/24,Trader Joe's,TRADER JOE S #300,52.99,Debit,Food & Dining,Groceries,Chase Freedom,,,false
2/5/24,Provident Funding,"External Withdrawal - PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT",1882.57,Debit,Home,Mortgage & Rent,6554 * Member Advantage Checking,,"PROVIDENT FUNDIN G ASSOCIATES, L.P. - ACH PMT ",false
2/4/24,Safeway,SAFEWAY #2246,32.61,Debit,Food & Dining,Groceries,Chase Sapphire Preferred,,,false
2/3/24,Chipotle,CHIPOTLE 0911,42.66,Debit,Food & Dining,Restaurants,Chase Sapphire Preferred,,,false
2/3/24,Amazon,AMZN Mktp US*R288G63D1,8.5,Debit,Shopping,House Projects,Chase Freedom,,,false
